7192208
9018720
3988152
12651916
38101868
1317003
11357
12614021
3249352
28778693
2282846
25991006
11528481
8624126
3752469
2621652
2681150
1813782
4578725
16795853
27386778
4403932
24159002
13963235
6262439
1916967
1299122
23778663
7532785
23780051
1469467
3917905
7710342
1325726
646843
22277330
2234290
53263
1296197
83476
5609295
2320292
8837419
5181711
2733775
10794039
16841278
3333635
4352841
3548298
