35993994;1872490
1857091;3007545
2855801;2447514
27492691;1659243
1158872;1543809
3122388;3122800
1906492;1905515
27013904;4029976
1029;2225408
9105;810934
14974;2160460
14974;1009462
27465;144547
27465;1008236
52752;1696949
52752;22469509
69374;514960
144547;27465
144547;514960
144547;810934
149151;408032
149151;361659
214650;6116986
214650;4188580
214650;977620
214650;5314378
214650;4193472
214650;2869189
214650;767588
214650;3529578
214650;810934
241642;4935428
263595;5254476
286825;1287696
286825;3529578
348979;4800467
361659;149151
408032;149151
408032;607946
408032;810934
514960;69374
514960;144547
514960;1009462
514960;810934
561976;1009462
563397;4785327
563397;9061260
563397;18867509
563397;11079706
563397;21016174
563397;6764392
563397;966063
563397;3022323
569661;28219501
607667;3205057
607667;5555967
607667;1696949
607667;4779177
607667;1329728
607667;1324913
607667;6764392
607667;3823259
607667;5261523
607667;20459822
607667;2453939
607667;3022323
607667;2869189
607667;1009462
607667;1071644
607946;810934
607946;408032
730201;1009462
735954;6116986
735954;3065473
735954;8521508
735954;9639500
735954;13259466
767588;2869189
767588;926221
767588;1016362
767588;214650
767588;1009462
767588;810934
767588;1071644
810934;2225408
810934;1590287
810934;144547
810934;3022323
810934;2869189
810934;1222017
810934;926221
810934;607946
810934;1016362
810934;214650
810934;767588
810934;1009462
810934;514960
810934;1071644
810934;9105
810934;865162
810934;408032
840124;11567598
840124;5435440
845170;8338498
865162;1699488
865162;1222017
865162;1009462
865162;810934
884747;4800467
884747;1612160
926221;1260471
926221;1222017
926221;767588
926221;810934
926221;1071644
960271;9639500
960271;5150975
966063;563397
966063;3022323
973558;1696949
973558;2315742
973558;12791209
977620;12757007
977620;214650
1008236;3816669
1008236;2320847
1008236;4089478
1008236;27465
1008236;2869189
1008236;1009462
1008657;1009462
1009462;6116986
1009462;1696949
1009462;4250178
1009462;730201
1009462;1324913
1009462;14974
1009462;1260471
1009462;5892219
1009462;4425490
1009462;2938483
1009462;5314378
1009462;3022323
1009462;561976
1009462;1008236
1009462;1222017
1009462;1008657
1009462;607667
1009462;767588
1009462;514960
1009462;810934
1009462;1071644
1009462;865162
1016362;1510583
1016362;1222017
1016362;767588
1016362;810934
1016362;1071644
1071644;2225408
1071644;1260471
1071644;3022323
1071644;2869189
1071644;1222017
1071644;926221
1071644;1016362
1071644;607667
1071644;767588
1071644;1009462
1071644;810934
1158872;1543809
1222017;1590287
1222017;1260471
1222017;2869189
1222017;926221
1222017;1016362
1222017;1009462
1222017;810934
1222017;1071644
1222017;865162
1260471;3765605
1260471;5477262
1260471;3065473
1260471;1696949
1260471;5042302
1260471;2225408
1260471;4935428
1260471;1324913
1260471;2300574
1260471;5314378
1260471;3022323
1260471;2762626
1260471;2869189
1260471;1222017
1260471;926221
1260471;1009462
1260471;1071644
1287696;286825
1287696;3344186
1287696;4075437
1287696;4552803
1287696;3529578
1324913;5042302
1324913;3344186
1324913;11079706
1324913;3823259
1324913;5261523
1324913;1260471
1324913;2762626
1324913;2869189
1324913;607667
1324913;1009462
1329728;1696949
1329728;5555967
1329728;3344186
1329728;3124054
1329728;5261523
1329728;5855325
1329728;2938483
1329728;2277587
1329728;2869189
1329728;607667
1414759;1555758
1510583;1699488
1510583;9277869
1510583;2183713
1510583;2869189
1510583;1016362
1555758;1414759
1590287;2453939
1590287;3022323
1590287;1222017
1590287;4553030
1590287;810934
1607230;5477262
1607230;5042302
1607230;5133049
1607230;4753648
1607230;9639500
1607230;5261523
1607230;5855325
1607230;4193472
1607230;2869189
1612160;4800467
1612160;884747
1696949;6116986
1696949;7629880
1696949;3765605
1696949;9743181
1696949;28470999
1696949;3767288
1696949;5133049
1696949;52752
1696949;973558
1696949;3344186
1696949;7327590
1696949;30063343
1696949;1329728
1696949;2117092
1696949;1699488
1696949;4075437
1696949;1260471
1696949;4425490
1696949;15838489
1696949;5501021
1696949;2938483
1696949;3022323
1696949;607667
1696949;1009462
1699488;1696949
1699488;18867509
1699488;1510583
1699488;2869189
1699488;865162
1857091;3007545
1906492;1905515
2079101;2117092
2117092;2587635
2117092;7400591
2117092;20321646
2117092;1696949
2117092;6265853
2117092;2079101
2117092;20459822
2117092;3022323
2117092;14121270
2132160;2109900
2160460;14974
2183713;1510583
2183713;3529578
2220638;3406346
2220638;2521894
2220638;2315742
2220638;2529135
2220638;7093251
2220638;12791209
2225408;4785327
2225408;9061260
2225408;3205057
2225408;3344186
2225408;1260471
2225408;4193472
2225408;3022323
2225408;2277587
2225408;2869189
2225408;1029
2225408;810934
2225408;1071644
2277587;2225408
2277587;3344186
2277587;4935428
2277587;1329728
2277587;4193472
2277587;3022323
2277587;2869189
2281137;21208173
2300574;1260471
2315742;3406346
2315742;973558
2315742;7629880
2315742;2220638
2315742;20321646
2315742;2521894
2315742;15789504
2315742;4615089
2315742;5261523
2315742;8697882
2315742;2529135
2315742;4425490
2315742;2938483
2315742;2869189
2315742;12791209
2320847;30907706
2320847;1008236
2416332;3823259
2417010;3345993
2433678;3234003
2453939;1590287
2453939;21016174
2453939;3823259
2453939;607667
2467475;3529578
2485186;5477946
2485186;6116986
2485186;4188580
2485186;4075437
2485186;4425490
2485186;5011514
2521894;3406346
2521894;2220638
2521894;2315742
2521894;15789504
2521894;8697882
2521894;2529135
2521894;12791209
2529135;3406346
2529135;2220638
2529135;2521894
2529135;2315742
2529135;15789504
2529135;4425490
2529135;12791209
2529135;3345993
2587635;4075437
2587635;5042302
2587635;3124054
2587635;5494017
2587635;2117092
2602702;4089478
2619023;5153469
2665705;7093251
2695910;4648241
2760817;2749085
2762626;3484477
2762626;5042302
2762626;3124054
2762626;1324913
2762626;1260471
2808733;3344186
2808733;6049062
2808733;2971899
2808733;17236081
2808733;21208173
2808733;4935428
2808733;20459822
2808733;12389171
2808733;15956312
2822116;3837660
2855801;14167142
2855801;2447514
2869189;3344186
2869189;1607230
2869189;4075437
2869189;4779177
2869189;2225408
2869189;5555967
2869189;2315742
2869189;1329728
2869189;1699488
2869189;1324913
2869189;1260471
2869189;4425490
2869189;5011514
2869189;2938483
2869189;4193472
2869189;3022323
2869189;1510583
2869189;2277587
2869189;1008236
2869189;1222017
2869189;14153175
2869189;607667
2869189;214650
2869189;767588
2869189;3529578
2869189;810934
2869189;1071644
2894454;6116986
2894454;7761011
2938483;1696949
2938483;4545420
2938483;2315742
2938483;1329728
2938483;3620397
2938483;2869189
2938483;14006335
2938483;1009462
2971899;28470999
2971899;2808733
2971899;11079706
2971899;3044186
2971899;3823259
2971899;7687267
2971899;15956312
2973239;2973241
2973241;2973239
2996470;8589611
3022323;3344186
3022323;3406346
3022323;1696949
3022323;4301021
3022323;2225408
3022323;1590287
3022323;2117092
3022323;15789504
3022323;21016174
3022323;3044186
3022323;1260471
3022323;6438953
3022323;966063
3022323;563397
3022323;2277587
3022323;2869189
3022323;607667
3022323;1009462
3022323;810934
3022323;1071644
3024006;7400591
3024006;20459822
3044186;2971899
3044186;3484477
3044186;3022323
3044186;4149699
3044186;14153175
3065473;735954
3065473;9639500
3065473;4188580
