2650266;10917;5
2650266;1618;5
2650266;3636;4
2650266;370493;4
2650266;428263;4
2650266;49041;4
2650266;2;4
2650266;15881;4
2650266;1;4
2650266;5;4
2650266;6;4
2650266;136251;4
2650266;42156;5
2650266;9416;4
2650266;14050;5
2650266;41865;5
2650266;3;4
2650266;1845;4
2650266;48855;4
2650266;10441;5
2650266;7244;5
2650266;12232938;4
2650266;37435;4
2650266;18135;2
2650266;890;2
2650266;30119;2
2650266;4671;1
2650266;2657;3
3957574;761695;0
3261067;620580;4
2159216;20575440;5
2159216;8152697;4
2159216;1918305;3
2159216;17383934;5
2159216;15783514;4
2159216;2187;5
2159216;331695;5
2159216;6892870;0
2159216;8683812;5
2159216;16085517;3
2159216;531989;2
2159216;255063;5
2159216;29209;5
2159216;138872;4
2159216;7743117;4
2159216;10746542;5
2159216;15818107;4
2159216;13127599;4
2159216;88389;2
2159216;9712;3
2159216;7445;5
2159216;6366437;3
2159216;43641;4
2159216;110896;5
2159216;8576705;5
2159216;239186;3
2159216;28881;5
2159216;3591262;5
2159216;8442457;4
2159216;21996;4
2159216;12617758;4
2159216;10950924;4
2159216;1914973;5
2159216;144977;5
2159216;9118135;3
2159216;6224935;5
2159216;519712;4
2159216;6055;5
2159216;6224826;5
2159216;5060378;5
2159216;7118572;5
2159216;1812457;3
2159216;46787;4
2159216;4667024;5
2159216;28078;5
2159216;16181;5
2159216;41193;5
2159216;287426;2
2159216;12528;5
2159216;49465;5
2159216;2615008;3
2159216;222072;3
2159216;148821;5
2159216;129579;1
2159216;19063;5
2159216;2731276;1
2159216;1911;5
2159216;77203;5
2159216;128029;4
2159216;998;4
2159216;49436;4
3133044;23472187;5
3133044;22854200;5
3133044;17333223;4
3133044;13214;5
3133044;18753127;5
3133044;11745602;4
3133044;17203966;4
3133044;15931;4
3133044;15810336;0
3133044;13596809;3
3133044;919796;5
3133044;4671;5
3133044;43641;4
3133044;4667024;4
3133044;411854;3
3133044;152407;4
3133044;152403;4
3133044;152402;4
3133044;278129;4
3133044;59846;3
3133044;59851;3
3133044;864778;3
3133044;457457;3
3133044;278102;4
3133044;82817;3
3133044;646684;4
3133044;212612;5
3133044;541521;4
3133044;267972;4
3133044;19543;5
3133044;10365;4
3133044;11486;5
3133044;46787;2
3133044;236093;5
3133044;32261;4
3133044;11627;5
3133044;6514;5
3133044;395090;5
3133044;48855;4
3133044;2998;4
3133044;1885;3
3133044;2657;5
3133044;5107;3
3133044;46769;4
3133044;10210;3
3133044;13451045;3
3133044;4502877;5
3133044;4381;4
3133044;10629;4
3133044;12873;4
3133044;333090;0
3133044;12881778;4
3133044;11857408;3
3133044;10818853;2
3133044;6791610;0
3133044;6185;4
3133044;1162543;4
3133044;428263;0
3133044;49041;0
3133044;41865;0
3133044;18135;5
778642;33917;3
778642;12232938;4
778642;930;5
778642;77203;5
778642;37435;3
4803784;6106714;5
4803784;3;4
4803784;1381;4
4803784;2956;3
4803784;7624;4
4803784;4671;1
4803784;5107;1
2135739;2657;0
3701530;5899779;5
3701530;1022128;5
3701530;227603;5
3701530;9416;5
3701530;227443;5
3701530;5470;5
3701530;18405;5
3701530;15931;5
3701530;14935;5
3701530;10210;5
3701530;1885;5
3701530;41865;2
3701530;113436;5
3701530;34;5
3701530;5907;5
3701530;3;5
3701530;48855;4
3701530;23807;5
3701530;32542;5
3701530;11588;5
3701530;968;5
3701530;12232938;5
3701530;930;5
3701530;18490;5
3701530;1953;3
3701530;1381;5
3701530;1934;4
3701530;7624;5
3701530;18135;5
3701530;865;4
3701530;890;5
3701530;7613;5
3701530;5107;5
3701530;2657;5
3502412;2233407;5
3502412;140075;5
3502412;140079;5
3502412;170210;5
3502412;140077;5
3502412;110494;5
3502412;301082;5
3502412;140082;5
3502412;41865;5
4778568;48855;5
4778568;77203;5
4778568;18135;4
4778568;320;3
4778568;890;5
4778568;2657;4
4778568;7624;5
4778568;5107;4
4778568;865;4
2883319;2260637;4
2883319;6690903;4
2883319;6604712;5
2883319;482057;4
2883319;42819;4
2883319;3755222;4
2883319;2412390;4
2883319;5867840;4
2883319;77203;4
2883319;85306;4
2883319;2241558;3
2883319;5509321;4
2883319;8553;4
2883319;3609537;4
2883319;5962340;0
2883319;438923;3
2883319;280847;4
2883319;31365;5
2883319;2956;5
2883319;7624;4
2883319;4671;5
2883319;5107;4
1872490;10343389;4
1872490;6266907;5
1872490;7856305;4
1872490;6405929;4
1872490;84736;4
1872490;1713912;0
1872490;53625;0
1872490;13151;0
1872490;552887;0
1872490;6588;0
1872490;79379;0
1872490;79378;0
1872490;21436;0
1872490;13143;0
1872490;13140;0
1872490;6148028;4
1872490;2767052;5
1872490;12978407;5
1872490;6411961;4
1872490;6708;4
1872490;1379961;4
1872490;1898;3
1872490;120586;3
1872490;1845;3
1872490;1846;3
1872490;11138;4
1872490;488674;4
1872490;1837840;3
1872490;713560;3
1872490;11125;3
1872490;976;3
1872490;26748;3
1872490;659873;2
1872490;836511;3
1872490;104909;4
1872490;190113;4
1872490;832543;4
1872490;126185;3
1872490;2942520;4
1872490;87632;5
1872490;2265;4
1872490;1301;4
1872490;414056;3
1872490;221883;3
1872490;69402;2
1872490;391659;4
1872490;1047364;4
1872490;13139;3
1872490;13128;3
1872490;13152;3
1872490;13145;3
1872490;13148;3
1872490;48757;3
1872490;119390;4
1872490;319604;4
1872490;170926;4
1872490;960;4
1872490;77203;4
1872490;968;4
1872490;12691;4
1872490;6900;5
4379884;9871141;3
2891053;15818107;3
2891053;15783514;4
2891053;3777732;3
2891053;9460487;3
2891053;8667848;2
2891053;1582996;0
2891053;18710190;3
2891053;256683;0
2891053;3398625;4
2891053;774028;4
2891053;9938498;5
2891053;7093952;3
2891053;4448191;3
2891053;6147464;5
2891053;18003;3
2891053;4588;4
2891053;9520673;4
2891053;129511;4
2891053;3613997;2
2891053;42149;2
2891053;7260188;4
2891053;6148028;4
2891053;386187;4
2891053;2767052;4
2891053;31340;2
2891053;10103507;5
2891053;6296632;5
2891053;5907;5
2891053;11901;3
2891053;1191127;5
2891053;6614960;3
2891053;7968243;4
2891053;136251;5
2891053;10210;5
2891053;1885;5
2891053;2967752;5
2891053;576718;4
2891053;14866;3
2891053;7061;3
2891053;18830;2
2891053;6892870;4
2891053;77142;4
2891053;5060378;4
2891053;4667024;4
2891053;317521;5
2891053;2429135;4
2891053;164194;4
2891053;3110;2
2891053;7617119;3
2891053;15764;3
2891053;6505122;4
2891053;783291;1
2891053;6202342;4
2891053;6080420;3
2891053;548739;1
2891053;118039;3
2891053;847925;3
2891053;1618;2
2891053;38690;5
2891053;315425;4
2891053;42155;3
2891053;23774;3
2891053;270691;3
2891053;332613;3
2891053;7069;3
2891053;63697;2
2891053;1670560;3
2891053;5204;3
4169279;2226192;0
4045884;6037561;4
4045884;2750180;0
3725461;12948;3
3725461;7972484;3
3725461;8738836;4
3725461;7721416;3
3725461;10209173;3
3725461;1162543;3
3725461;428263;3
3725461;49041;2
3725461;41865;3
3725461;35581;4
3725461;7148256;4
3725461;32139;3
3725461;40495;4
3725461;66534;3
3725461;32143;3
3725461;188230;3
3725461;136251;5
3725461;1;5
3725461;6;3
3725461;5;4
3725461;15881;3
3725461;3;3
3725461;2807199;4
3725461;6678031;3
3725461;6455172;3
3725461;5971165;4
3725461;10692;4
3725461;24929;1
3725461;15858;2
3725461;13521;4
3725461;18943;3
3725461;37442;4
3725461;3423364;5
3725461;4325;2
3725461;816953;3
3725461;104378;2
3725461;104379;2
3725461;51738;3
3725461;51737;4
3725461;22205;5
3725461;960;4
3725461;6411961;3
3725461;7131040;4
3725461;6697;2
3725461;137791;5
3725461;65398;4
3725461;954659;3
3725461;996986;4
3725461;65397;4
3007545;19161864;5
3007545;23665356;5
3007545;21413941;5
3007545;6599506;4
3007545;8729971;3
3007545;8352188;3
3007545;11378855;2
3007545;9118033;3
3007545;8403255;4
3007545;6589419;5
3007545;9800230;4
3007545;6628320;3
3007545;6623231;5
3007545;9213951;5
3007545;11155044;4
3007545;6492584;3
3007545;11323991;4
3007545;8146541;5
3007545;12136231;4
3007545;12095442;5
3007545;6138357;4
3007545;12546381;5
3007545;12617415;4
3007545;11084145;5
3007545;11709037;5
3007545;12255232;5
3007545;12166186;3
3007545;13159280;4
3007545;19302161;3
3007545;8577592;5
3007545;4906716;5
3007545;13123245;5
3007545;19385761;3
3007545;15726124;5
3007545;17370357;3
3007545;19410364;4
3007545;16247561;5
3007545;15941522;3
3007545;19427612;4
3007545;13838864;5
3007545;17290453;4
3007545;18806382;5
3007545;20874659;3
3007545;20335339;5
3007545;13542853;4
3007545;18668059;5
3007545;16059137;4
3007545;16158560;3
3007545;16144853;5
3007545;18333724;5
3007545;16087842;5
3007545;9969571;5
3007545;109800;5
3007545;12807502;4
3007545;10355700;5
3007545;6663244;3
3007545;15843041;4
3007545;15858106;4
3007545;598506;5
3007545;13152668;5
3007545;13585813;4
3007545;12987640;5
3007545;13549531;4
3007545;13151428;2
3007545;14912777;5
3007545;13541615;5
